transcript	Control_rep1	Control_rep2	Control_rep3	Arsenite_rep1	Arsenite_rep2	Arsenite_rep3
ENST00000681859	3330	2627	2293	1089	973	827
ENST00000681860	16	36	31	14	31	22
ENST00000681861	9175	6218	4381	799	763	598
ENST00000681865	31	18	21	14	8	7
ENST00000681867	1	2	3	6		
ENST00000681869	74	76	60	9	12	18
ENST00000681873	68	54	57	35	32	35
ENST00000681874	1	1				
ENST00000681875	182	217	171	97	77	89
ENST00000681877	9	11	9	2	2	2
ENST00000681878	897	618	444	115	53	89
ENST00000681879	298	292	228	65	52	42
ENST00000681882	1					
ENST00000681883	41	36	20	1		
ENST00000681885	251	179	192	68	53	78
ENST00000681886	17	14	11	2	1	4
ENST00000681888	163	164	154	152	117	125
ENST00000681890	112	84	61	12	9	8
ENST00000681893	170	123	86	21	24	22
ENST00000681894	15181	10882	6774	1054	1002	808
ENST00000681895	255	175	151	46	32	24
ENST00000681896	1	2	3	6		
ENST00000681898	8	8	6	3	3	1
ENST00000681900	129	72	47	15	5	8
ENST00000681901	5	4	4	2	1	2
ENST00000681902	278	207	172	59	27	46
ENST00000681903	12882	9598	6008	973	979	712
ENST00000681904	133	98	81	31	26	20
ENST00000681905	10	12	8	1	3	4
ENST00000681906	81	66	53	8	7	11
ENST00000681908	21	26	24	5	5	10
ENST00000681909	1	2	1	2		
ENST00000681912	41	37	24	8	3	11
ENST00000681914	129	72	47	15	5	8
ENST00000681916	1	2	1			
ENST00000681917	197	129	112	41	12	27
ENST00000681920	2		1	1	2	3
ENST00000681924	13	20	14	11	11	10
ENST00000681926	1	2	1	2		
ENST00000681927	58	47	27	9	6	6
ENST00000681928	3	3	2			
ENST00000681929	19	23	25	7	11	11
ENST00000681932	37	31	24	3	5	4
ENST00000681933	36	33	19	26	11	27
ENST00000681934	5	7	4	1		
ENST00000681935	1237	936	649	171	94	147
ENST00000681936	390	291	191	67	28	51
ENST00000681938	51	42	22	6	8	7
ENST00000681941	995	614	424	76	66	35
ENST00000681942	7	4		2	2	1
ENST00000681943	27	30	20	8	5	4
ENST00000681944	1	1	3	5		
ENST00000681946	115	80	59	29	9	21
ENST00000681948	22	26	15	9	2	4
ENST00000681949	9277	6301	4428	802	767	601
ENST00000681950		1				
ENST00000681952	40	50	34	19	18	13
ENST00000681955	2					
ENST00000681956	66	50	49	19	8	13
ENST00000681957	138	88	76	2	2	2
ENST00000681958	12	11	9	3	4	5
ENST00000681963	1	1	2	1	1	1
ENST00000681964	4	6	2	2	1	1
ENST00000681965			1			
ENST00000681966	8	4	9	1	1	
ENST00000681967	4	1	3	1		2
ENST00000681968	1911	1402	1106	148	118	129
ENST00000681980	1					
ENST00000681981	241	152	149	43	30	32
ENST00000681982	15	9	13	4	2	6
ENST00000681985	163	114	119	73	39	75
ENST00000681986	139	120	101	49	52	43
ENST00000681988	528	381	283	49	35	36
ENST00000681998	2		1			1
ENST00000682002	30	44	15	10	9	10
ENST00000682007	95	64	42	22	19	10
ENST00000682008	211	176	141	56	44	50
ENST00000682009	3	10	4	1	1	
ENST00000682013	95	64	42	22	19	10
ENST00000682014	163	113	119	73	39	75
ENST00000682016	10	9	5	2	2	3
ENST00000682017	45	35	44	27	27	25
ENST00000682018	125	109	74	28	21	19
ENST00000682019					1	
ENST00000682020	72	54	43	4		7
ENST00000682022	11	6	3	2		
ENST00000682023	11	6	3	2		
ENST00000682025	34	20	19	9	7	14
ENST00000682028	3	4	4	3	3	1
ENST00000682029	5	4	8	2	2	2
ENST00000682030	30	45	15	10	9	10
ENST00000682031	6	12	3	3		1
ENST00000682034	5	4	3	1		
ENST00000682036	25	13	20	11	10	9
ENST00000682037	9	8	6	2	2	1
ENST00000682038	58	55	33	14	8	8
ENST00000682040	100	106	113	75	66	68
ENST00000682042	133	88	63	29	29	22
ENST00000682045	4491	3546	2121	322	227	303
ENST00000682046	41	28	28	9	6	12
ENST00000682047	118	96	65	16	9	12
ENST00000682055	19	25	23	17	10	11
ENST00000682056	10	5	11	3	6	4
ENST00000682057	2		2			
ENST00000682058	4	2			1	1
ENST00000682059	5	2	8	2		4
ENST00000682061	38	25	20	2	1	6
ENST00000682065	175	148	120	55	38	44
ENST00000682066	307	352	287	155	123	136
ENST00000682067	33	16	14	6	6	2
ENST00000682075	339	359	333	206	225	153
ENST00000682076	1			2		
ENST00000682079	4	3	8	3	2	1
ENST00000682082	315	236	169	24	22	26
ENST00000682083	1482	1279	776	121	163	113
ENST00000682085	390	387	354	232	244	172
ENST00000682087	154	100	66	25	32	21
ENST00000682088	58	55	32	14	8	8
ENST00000682093	13	6	4	3	3	3
ENST00000682094	35	43	40	18	11	17
ENST00000682095	12	11	13	7	8	3
ENST00000682097	350	217	206	98	48	75
ENST00000682100	30	43	14	9	8	10
ENST00000682101	12	4	4	7	7	6
ENST00000682102	9	5	5	1	1	1
ENST00000682103	27	26	23	23	18	16
ENST00000682104	2220	1644	1298	266	167	211
ENST00000682105	3	2	1		1	
ENST00000682108	61	46	58	29	18	29
ENST00000682112	1	3	4	2	3	2
ENST00000682114	116	87	52	30	17	27
ENST00000682117	279	224	175	152	107	167
ENST00000682118	598	846	1043	1056	866	603
ENST00000682119	2	3	3		1	1
ENST00000682122	38	39	34	17	6	13
ENST00000682123	126	97	89	50	35	41
ENST00000682124	3	7	6	3	4	3
ENST00000682126	60	43	41	24	10	17
ENST00000682128	1			1		
ENST00000682129	38	30	38	8	11	20
ENST00000682131	261	230	133	45	61	47
ENST00000682133	299	211	173	59	35	36
ENST00000682136	7	2	8	1		3
ENST00000682140	6	4	5	4	3	2
ENST00000682142	2	4	1		1	
ENST00000682144	19	12	9	1	3	6
ENST00000682153	308	272	348	193	142	156
ENST00000682157	74	62	57	14	17	9
ENST00000682161	118	94	84	49	35	40
ENST00000682164	200	205	120	41	53	30
ENST00000682167	2	2		5	1	
ENST00000682171	311	213	177	60	36	36
ENST00000682172	177	96	72	31	27	19
ENST00000682174	9	6	1	2		
ENST00000682176	132	165	173	161	89	119
ENST00000682177	72	47	35	8	6	13
ENST00000682180	12	4	4	7	7	6
ENST00000682181	22	8	10	1	1	3
ENST00000682184	1	1	2	1	1	1
ENST00000682187	58	55	32	14	8	8
ENST00000682188	113	89	61	16	8	12
ENST00000682190	69	48	37	9	12	16
ENST00000682194	80	69	51	28	13	31
ENST00000682195	13	24	22	16	6	11
ENST00000682200	14	16	15	17	4	12
ENST00000682203	302	321	287	185	200	135
ENST00000682204	3	2	5	4	3	1
ENST00000682205	118	96	65	16	9	12
ENST00000682206	85	69	60	5	3	6
ENST00000682208	75	76	74	68	65	44
ENST00000682209	1					
ENST00000682212	272	223	167	152	109	170
ENST00000682213	29	27	17	9	11	7
ENST00000682214	1970	1443	1142	162	124	137
ENST00000682216	1	3	5	2	3	3
ENST00000682217	34	22	21	17	11	8
ENST00000682221	185	193	113	41	53	30
ENST00000682223	30	16	17	11	4	7
ENST00000682227	86	101	71	41	33	31
ENST00000682229	6	8	4	1	1	1
ENST00000682230	165	157	124	90	77	53
ENST00000682232			2			
ENST00000682234	199	172	210	136	99	117
ENST00000682237	67	64	67	43	35	22
ENST00000682239	135	121	86	42	28	29
ENST00000682241	54	33	22	7	6	9
ENST00000682242	3	4	5			1
ENST00000682243	2	4	3	1		2
ENST00000682247	31	25	30	3	6	13
ENST00000682249	2	3		3	3	4
ENST00000682250	22	12	20	10	11	7
ENST00000682253	10	9	6	2	2	2
ENST00000682254	1	1				1
ENST00000682258	9	10	4	7	7	4
ENST00000682262	15	9	10	10	3	3
ENST00000682264	4	6	3	2	2	1
ENST00000682267	19	20	22	15	10	10
ENST00000682272	236	239	306	207	164	201
ENST00000682274	57	62	68	46	42	45
ENST00000682275	50	21	24	6	3	10
ENST00000682277	2	2	2	1		
ENST00000682279	7	5	4	6	6	1
ENST00000682281	11	3	8	5	3	3
ENST00000682282	5	1	1			1
ENST00000682283	551	614	743	485	385	362
ENST00000682284	60	68	45	23	11	20
ENST00000682288	3	2	5	3	3	1
ENST00000682290	6	3	3	2	3	2
ENST00000682291	747	526	378	178	152	154
ENST00000682292	127	125	116	77	66	66
ENST00000682295	160	149	93	11	9	21
ENST00000682299	113	100	75	36	19	30
ENST00000682300	34	20	19	9	7	14
ENST00000682301	23	32	41	24	24	17
ENST00000682303	20	13	6	2	1	2
ENST00000682304	1					1
ENST00000682305		2	1			
ENST00000682306	346	309	242	125	77	152
ENST00000682308	2938	2260	1770	333	213	287
ENST00000682315	72	57	37	8	8	19
ENST00000682316	66	50	21	7	8	3
ENST00000682317	155	123	91	37	31	20
ENST00000682318	9	11	9	12	2	7
ENST00000682321	169	168	159	121	107	93
ENST00000682322			1			
ENST00000682323	228	182	129	25	19	19
ENST00000682324	107	59	29	2	3	7
ENST00000682325	447	315	158	16	6	13
ENST00000682326	420	299	185	19	11	16
ENST00000682327	79	56	48	4		7
ENST00000682330		1	1			
ENST00000682331	720	508	361	178	152	151
ENST00000682334	30	41	13	8	9	10
ENST00000682336	1		1			1
ENST00000682337	11	12	9	6	9	3
ENST00000682342	14	13	8	4	4	3
ENST00000682345	6	7	8	10	4	2
ENST00000682348	90	75	51	16	8	11
ENST00000682350	1		2	1	1	
ENST00000682351	77	63	59	14	16	8
ENST00000682352	73	61	53	14	16	7
ENST00000682357	77	65	43	8	7	15
ENST00000682359	40	40	23	2		3
ENST00000682360	60	41	33	2	1	4
ENST00000682361	1	1	1		1	
ENST00000682363	9	12	5	4	5	5
ENST00000682364	1	1	2	1	1	1
ENST00000682367	30	45	15	10	9	10
ENST00000682369	206	218	194	63	47	56
ENST00000682371	201	212	153	51	53	53
ENST00000682373	53	63	42	11	7	8
ENST00000682374	31	19	7	3	2	
ENST00000682375	4	1	3			
ENST00000682377			1			
ENST00000682379	77	63	59	14	16	8
ENST00000682382	2	4	1	3	2	
ENST00000682383	26	19	12	4	4	5
ENST00000682384	17	22	23	29	15	19
ENST00000682385	48	32	30	14	8	22
ENST00000682386	2575	1841	1477	374	349	329
ENST00000682387	58	55	43	11	15	6
ENST00000682389	282	215	145	24	18	24
ENST00000682392	106	88	68	34	20	28
ENST00000682393	155	101	93	35	26	23
ENST00000682396	2	3	1			
ENST00000682397	9	11	9	12	2	7
ENST00000682402	133	90	62	28	29	24
ENST00000682403	9	11	9	12	2	7
ENST00000682406	2	4	2	2	2	
ENST00000682407	71	63	46	19	24	25
ENST00000682408	38	36	26	10	8	12
ENST00000682412	13	6	2	2		
ENST00000682413	7	1	7	4		5
ENST00000682414	67	49	33	13	19	11
ENST00000682421	1					
ENST00000682423	72	62	57	14	16	8
ENST00000682424	21	12	9	2	1	
ENST00000682429	90	75	51	16	8	11
ENST00000682444	29	40	20	15	26	20
ENST00000682445	43	20	26	6	3	5
ENST00000682446	15	9	13	4	2	6
ENST00000682449	90	75	51	16	8	11
ENST00000682453	958	1063	885	370	290	297
ENST00000682454	11	6	3	2		
ENST00000682455	31	19	7	3	2	
ENST00000682456	68	44	39	9	7	11
ENST00000682458	133	90	62	28	29	24
ENST00000682460	60	56	49	17	13	19
ENST00000682461	1	1	1			1
ENST00000682462	1		1			1
ENST00000682464	299	211	173	59	35	36
ENST00000682465	2					
ENST00000682467	33	25	31	4	6	12
ENST00000682469	16	17	19	14	7	10
ENST00000682470	118	96	65	16	9	12
ENST00000682472	1	3				1
ENST00000682477	317	348	302	115	98	95
ENST00000682479	101	84	54	17	19	26
ENST00000682480	2994	2302	1785	337	215	290
ENST00000682481	3	2				
ENST00000682482	95	79	54	13	7	11
ENST00000682483	26	26	38	11	14	22
ENST00000682488	2					
ENST00000682489	113	92	70	38	16	42
ENST00000682491	305	213	177	60	36	36
ENST00000682493	95	75	51	16	8	11
ENST00000682495	60	56	49	17	13	19
ENST00000682497	313	213	179	60	36	36
ENST00000682500	184	192	112	41	53	30
ENST00000682501	393	451	474	413	345	291
ENST00000682504	1452	1253	762	121	160	111
ENST00000682506	11	15	10	5	5	9
ENST00000682507	528	381	283	49	35	36
ENST00000682510	66	56	45	40	25	20
ENST00000682513	35	10	15	9	8	8
ENST00000682515	125	97	89	50	35	41
ENST00000682520	51	29	23	4	2	4
ENST00000682525	28	28	16	19	15	14
ENST00000682527	74	70	51	63	70	55
ENST00000682533	387	240	241	37	46	49
ENST00000682536	231	236	341	251	208	178
ENST00000682540	2	2	2	1		1
ENST00000682541	3320	2622	1454	246	147	216
ENST00000682542		1		1	1	1
ENST00000682543	58	55	32	14	8	8
ENST00000682544	1		1			1
ENST00000682546	2992	2301	1783	337	214	290
ENST00000682547		1	1			
ENST00000682549	30	36	20	28	18	17
ENST00000682550	14	7	8	7	3	4
ENST00000682555	15	8	10	9	3	3
ENST00000682557	55	47	57	28	22	32
ENST00000682558	77	63	59	14	16	8
ENST00000682559	230	164	98	70	80	70
ENST00000682560	7	9	9	1	1	4
ENST00000682562	2	3	3		1	1
ENST00000682564	6	7	3	1	1	
ENST00000682565	96	104	103	60	49	63
ENST00000682570	31	37	20	25	8	20
ENST00000682575			1	2	1	
ENST00000682576	4	2			1	1
ENST00000682577	2		1			1
ENST00000682578	707	443	454	95	84	98
ENST00000682579	17	14	16	6	12	7
ENST00000682581	22	22	34	9	12	22
ENST00000682582	1	1	3	3	2	
ENST00000682585	2839	2175	1691	326	201	275
ENST00000682587	42	30	29	28	16	28
ENST00000682592	3	2	1		1	
ENST00000682593	112	75	56	27	28	21
ENST00000682596	48	45	22	4	4	4
ENST00000682600			1			
ENST00000682603	20	13	19	13	16	14
ENST00000682606	122	181	297	172	149	198
ENST00000682607	543	396	395	100	74	78
ENST00000682611	297	347	281	155	122	134
ENST00000682612	133	118	112	31	31	20
ENST00000682614	27	14	14	8	5	7
ENST00000682616	6	1	2	1	4	
ENST00000682617	138	118	91	11	18	24
ENST00000682618			2		1	
ENST00000682621	22	27	26	14	8	11
ENST00000682622	61	42	23	13	5	7
ENST00000682624			1			
ENST00000682626	674	646	336	85	82	56
ENST00000682628	2	4	1		1	
ENST00000682631	3	4	1	1	2	2
ENST00000682633	297	211	171	59	35	36
ENST00000682634	3	4	5	4	6	1
ENST00000682636		2	1			
ENST00000682641	109	93	71	35	20	28
ENST00000682642	42	41	27	23	10	15
ENST00000682647	2	2	2		1	
ENST00000682650	841	592	427	209	111	196
ENST00000682654	3	3		1		
ENST00000682657	1	1	1			
ENST00000682658	86	75	49	16	8	11
ENST00000682659	113	77	65	12	4	13
ENST00000682660	305	210	174	59	35	36
ENST00000682662	149	134	175	128	103	118
ENST00000682663	5	5	4	4	2	2
ENST00000682664	94	69	63	45	37	36
ENST00000682666	1	1	1			
ENST00000682668	10	2	6		1	2
ENST00000682669	171	142	120	54	38	44
ENST00000682670	122	84	58	25	25	21
ENST00000682674		2	2	1		
ENST00000682682	313	213	179	60	36	36
ENST00000682685	112	75	56	27	28	21
ENST00000682686	1		1			1
ENST00000682687	3374	2665	1469	250	151	220
ENST00000682688	31	19	7	3	2	
ENST00000682689	84	56	37	20	18	8
ENST00000682694	11	6	3	2		
ENST00000682695	2	2	2	1		1
ENST00000682696	4	2	4			
ENST00000682699	163	105	72	14	10	16
ENST00000682700	28	15	30	13	10	11
ENST00000682701		1		1		1
ENST00000682708	303	184	146	19	6	21
ENST00000682710	17	15	11	1	1	4
ENST00000682711	33	23	14	1		2
ENST00000682715	1					
ENST00000682717	118	82	49	16	19	19
ENST00000682719	438	326	205	76	88	66
ENST00000682720	35	36	24	7	6	4
ENST00000682721	1	1	1			
ENST00000682722	100	84	54	17	19	26
ENST00000682723	53	36	30	2	1	3
ENST00000682725	163	114	119	73	39	75
ENST00000682726	1			1		
ENST00000682727	4449	3514	2114	319	224	300
ENST00000682731	6	1	2	1	4	
ENST00000682733	1					
ENST00000682734	20	17	14	3	2	6
ENST00000682735	58	55	32	14	8	8
ENST00000682736	3	5	3	1		4
ENST00000682737	60	42	34	2	1	4
ENST00000682738	322	226	191	59	39	37
ENST00000682739	27	28	19	4	6	7
ENST00000682743	123	100	76	38	17	43
ENST00000682748	7	1	11	4	2	
ENST00000682755	918	1011	856	363	281	291
ENST00000682756	19	17	24	10	7	8
ENST00000682763	16	16	13	9	1	7
ENST00000682764	1		2	1	1	
ENST00000682765			1		1	
ENST00000682766	403	336	246	89	49	59
ENST00000682768	37	23	32	12	12	15
ENST00000682771	26	25	18	18	4	12
ENST00000682772	11	7	4	2	1	3
ENST00000682773	52	23	21	3	5	5
ENST00000682774	5	2		1		
ENST00000682775	61	54	46	14	14	14
ENST00000682776	29	19	5	3	2	
ENST00000682779	2992	2303	1785	337	215	290
ENST00000682780			1			
ENST00000682783	47	45	32	26	15	20
ENST00000682784	3	2	1		1	
ENST00000682787				1		
ENST00000682788	75	75	63	21	13	22
ENST00000682790	15	16	15	17	5	12
ENST00000682791	427	300	190	18	11	15
ENST00000682792	15	15	19	11	8	10
ENST00000682795	33	25	33	4	6	12
ENST00000682797	85	69	60	5	3	6
ENST00000682799	72	62	57	14	16	8
ENST00000682800	133	88	63	29	29	22
ENST00000682801	95	106	109	61	53	60
ENST00000682802	27	8	15	7	10	9
ENST00000682803	1414	913	795	154	88	180
ENST00000682809	8	4	3	1		3
ENST00000682811	361	265	152	19	11	12
ENST00000682815	9	19	16	1		1
ENST00000682822	112	75	56	27	28	21
ENST00000682826	11	5	6			2
ENST00000682827	57	62	68	46	42	45
ENST00000682831	26	16	10	3	3	2
ENST00000682833	73	70	50	20	18	11
ENST00000682835	1		1			1
ENST00000682836	127	117	114	38	30	33
ENST00000682837	1					2
ENST00000682839	19	21	22	15	11	10
ENST00000682841						1
ENST00000682843	1	1	1			1
ENST00000682844		2	2	1		
ENST00000682847	77	63	59	14	16	8
ENST00000682848	73	61	53	14	16	7
ENST00000682849	7	4				
ENST00000682850					1	
ENST00000682851	31	21	25	4	2	4
ENST00000682852	22	8	10	1	1	3
ENST00000682854	2		2			
ENST00000682855	118	96	65	16	9	12
ENST00000682856		1				
ENST00000682858	133	88	63	29	29	22
ENST00000682859	99	107	109	64	53	63
ENST00000682860				2		1
ENST00000682862	10	5	11	3	6	4
ENST00000682871	1291	827	716	291	204	331
ENST00000682872	21	8	24	20	12	25
ENST00000682875	111	91	62	16	9	11
ENST00000682876	4477	3542	2120	322	227	304
ENST00000682878	2		2			
ENST00000682880	294	174	136	19	5	20
ENST00000682881	269	219	166	149	105	170
ENST00000682882	106	86	66	27	34	35
ENST00000682885	2959	2283	1769	334	212	290
ENST00000682887			1		1	
ENST00000682892	132	92	89	64	35	45
ENST00000682896	20	8	13	22	12	8
ENST00000682903	449	299	196	32	22	31
ENST00000682905	125	97	89	50	35	41
ENST00000682906	9	11	9	12	2	7
ENST00000682907	26	26	19	18	4	12
ENST00000682908	4	1	4	3	3	2
ENST00000682911	4	6	4			
ENST00000682912	19	17	16	10	8	12
ENST00000682913	1	3	5	2	3	3
ENST00000682914	99	89	54	31	21	21
ENST00000682915	57	55	46	16	12	19
ENST00000682916	54	64	84	56	49	41
ENST00000682920	23	26	14	6	7	5
ENST00000682922	3	2	6	1		2
ENST00000682923	22	22	34	9	12	22
ENST00000682925			1			
ENST00000682928	11	19	22	2		1
ENST00000682929	26	25	18	18	4	12
ENST00000682930	118	94	65	16	9	12
ENST00000682931	2				1	1
ENST00000682932	86	101	71	41	33	31
ENST00000682937	122	86	59	25	25	21
ENST00000682939	305	207	178	58	36	36
ENST00000682941	88	67	53	22	14	13
ENST00000682944	126	126	91	28	26	33
ENST00000682946	361	265	151	18	11	12
ENST00000682950				2		1
ENST00000682953						1
ENST00000682954	95	67	43	22	19	10
ENST00000682961		1				
ENST00000682963	253	203	132	22	17	21
ENST00000682965	6	4	5	4	3	2
ENST00000682968	10	10	5	4	1	2
ENST00000682969	116	81	88	60	23	45
ENST00000682972	118	88	68	28	33	36
ENST00000682973	2		3			
ENST00000682977	43	31	38	15	14	10
ENST00000682978	41	28	28	9	6	12
ENST00000682979	1	3	6			
ENST00000682980	75	76	72	69	65	44
ENST00000682983	38	40	54	27	24	29
ENST00000682984	24	14	21	12	10	10
ENST00000682985	80	58	49	4		7
ENST00000682989	783	876	750	311	261	257
ENST00000682990	125	95	87	50	35	41
ENST00000682991	225	155	110	52	27	27
ENST00000682992	2	2	3		1	
ENST00000682993	67	60	46	4	3	7
ENST00000682995	29	19	5	3	2	
ENST00000682996	2205	1795	1088	216	154	154
ENST00000682998	71	61	57	14	16	8
ENST00000683000	67	60	46	4	3	7
ENST00000683001	22	12	15	10	5	6
ENST00000683002	156	136	127	38	33	21
ENST00000683003	39	25	20	2	1	6
ENST00000683005	1510	1371	679	260	143	255
ENST00000683012	1	1		2	2	4
ENST00000683014	126	96	88	50	35	41
ENST00000683015	13	9	5	3	8	2
ENST00000683016	3	2	1		1	
ENST00000683018	653	503	423	120	92	120
ENST00000683020	90	75	51	16	8	11
ENST00000683021	33	23	24	10	10	13
ENST00000683022		1				
ENST00000683023	37	23	16	9	8	5
ENST00000683025	6	4	6	2	3	1
ENST00000683030	49	44	33	9	3	5
ENST00000683032	1044	757	515	251	149	229
ENST00000683034	5	8	16	6	11	3
ENST00000683035	5	2	7	1	3	3
ENST00000683036	77	63	59	14	16	8
ENST00000683039	958	1063	885	370	290	297
ENST00000683040	18	23	9	4	5	3
ENST00000683041	32	30	17	10	11	7
ENST00000683044	112	91	55	15	13	16
ENST00000683046	7	8	5	1	2	1
ENST00000683047						2
ENST00000683048	237	163	120	25	20	39
ENST00000683050	20	26	29	15	9	14
ENST00000683052	13	11	10	15	7	5
ENST00000683055	61	60	60	41	33	21
ENST00000683056	39	26	42	31	35	21
ENST00000683057	7	12	13	2	3	4
ENST00000683059	653	503	423	120	92	120
ENST00000683060	125	97	88	50	35	41
ENST00000683063	18	22	9	4	5	3
ENST00000683064						1
ENST00000683073	101	67	47	10	12	7
ENST00000683074	1452	1253	762	121	160	111
ENST00000683076	362	260	172	96	74	86
ENST00000683078	1					2
ENST00000683079	36	24	14	6	4	5
ENST00000683085	238	176	131	36	21	19
ENST00000683086	16	18	24	16	17	11
ENST00000683091	4	3	3	1		2
ENST00000683092	15	15	18	8	9	10
ENST00000683094	155	100	93	35	26	23
ENST00000683095	3	3	4	1		
ENST00000683097	35	23	9	3	3	
ENST00000683098	3253	2715	1397	236	160	249
ENST00000683103	10	8	5	5	1	2
ENST00000683104	389	386	354	231	244	172
ENST00000683109	25	23	11	3	2	7
ENST00000683112	30	43	14	9	8	10
ENST00000683116	7	17	7	5	2	1
ENST00000683118	118	82	49	16	19	19
ENST00000683119	387	240	241	37	46	49
ENST00000683121	64	65	53	20	13	21
ENST00000683125	2947	2252	1760	336	212	287
ENST00000683126	11	6	3	2		
ENST00000683127	26	25	18	18	4	12
ENST00000683128	19	10	22	10	9	3
ENST00000683131	3	2				
ENST00000683133	1	1	1			
ENST00000683134						1
ENST00000683135	250	205	157	146	104	166
ENST00000683136	6	5	7	4	3	2
ENST00000683137	300	289	172	90	84	56
ENST00000683139	188	135	130	38	39	29
ENST00000683140	1					
ENST00000683141		1		2		3
ENST00000683143			2			
ENST00000683144			1		1	
ENST00000683146	2	2	2	1		
ENST00000683149	58	55	43	11	15	6
ENST00000683150	2					
ENST00000683151	3		1	2		
ENST00000683152	11	10	4	3	5	3
ENST00000683159	56	53	65	42	30	39
ENST00000683161	1	2	6	6		3
ENST00000683164	653	503	423	120	92	120
ENST00000683167		3	1			1
ENST00000683171			1		1	
ENST00000683173	2	4	3	1		2
ENST00000683177	133	88	63	29	29	22
ENST00000683178	187	222	239	147	132	134
ENST00000683182	12	11	6	4	5	5
ENST00000683184	3	1		1	1	1
ENST00000683186	58	54	42	17	13	19
ENST00000683188	1	4	1	3	2	2
ENST00000683189	44	41	27	23	10	16
ENST00000683190	112	79	56	26	28	23
ENST00000683192	38	21	23	10	10	9
ENST00000683195	3	4	1	1		
ENST00000683196	9	6	1	2		
ENST00000683198	747	526	378	178	152	154
ENST00000683200	438	501	602	367	293	280
ENST00000683201	111	108	82	27	19	18
ENST00000683202	349	337	335	207	177	152
ENST00000683206	86	86	47	20	18	18
ENST00000683210	61	54	46	14	14	14
ENST00000683211	19	9	15	8	6	7
ENST00000683212	90	75	51	16	8	11
ENST00000683213	2993	2304	1788	337	215	290
ENST00000683217		1	1			
ENST00000683218	5		2			1
ENST00000683219	316	223	140	51	59	49
ENST00000683220	2992	2301	1783	337	214	290
ENST00000683221	40	45	26	31	20	17
ENST00000683223			1			
ENST00000683224	9	9	9	11	3	9
ENST00000683225	700	497	357	176	150	148
ENST00000683232	9	11	9	12	2	7
ENST00000683235	783	876	749	311	261	257
ENST00000683236	70	50	37	6	6	13
ENST00000683237	161	103	71	14	10	15
ENST00000683243	39	25	20	2	1	6
ENST00000683244	414	360	310	215	163	128
ENST00000683245	66	50	21	7	8	3
ENST00000683247	64	59	50	12	15	7
ENST00000683250	2		3	4	2	
ENST00000683252	2					
ENST00000683255	58	54	42	17	13	19
ENST00000683256	528	381	283	49	35	36
ENST00000683258	14	9	8	1	1	
ENST00000683259			1		1	
ENST00000683262	2					
ENST00000683267	313	230	156	92	94	92
