transcript	Control_rep1	Control_rep2	Control_rep3	LeuStarve_rep1	LeuStarve_rep2	LeuStarve_rep3
ENST00000652036	29	20	36	25	30	23
ENST00000652042	1055	805	1117	1005	1410	909
ENST00000652043	2	4	4	8	9	6
ENST00000652045	94	85	107	158	203	131
ENST00000652046	38	20	25	34	32	14
ENST00000652047	30	33	52	44	47	33
ENST00000652051	197	159	213	241	278	232
ENST00000652056				4	2	2
ENST00000652084	12	18	24	15	22	11
ENST00000652086	31	28	33	32	54	20
ENST00000652093	1963	1537	2319	2107	2770	1950
ENST00000652094	233	207	281	302	317	239
ENST00000652095	64	66	84	81	85	58
ENST00000652096	1	1	7	2	7	6
ENST00000652097	18	15	15	23	22	16
ENST00000652098	13	7	13	10	16	14
ENST00000652107	4226	3195	4720	3033	3856	2530
ENST00000652108	259	197	314	318	330	262
ENST00000652110					1	1
ENST00000652119	2	4	4	5	6	1
ENST00000652121	34	39	67	34	94	63
ENST00000652125	85	72	71	103	121	93
ENST00000652135	51	36	57	74	115	86
ENST00000652148	173	135	185	264	348	225
ENST00000652150	1				1	
ENST00000652159	34	33	54	48	50	35
ENST00000652161	27	15	31	37	36	35
ENST00000652165	435	300	484	396	555	363
ENST00000652169	67	48	67	74	96	61
ENST00000652171	2	3	4	4	8	3
ENST00000652175		1		1		
ENST00000652176	54	40	73	60	83	53
ENST00000652179	2479	1903	2686	2364	3048	1982
ENST00000652180			1	2	1	1
ENST00000652185	33	33	51	56	65	37
ENST00000652189	1		1	3	1	1
ENST00000652191	24	18	25	28	38	28
ENST00000652192	1		1	4	2	
ENST00000652201	1			2		1
ENST00000652202	2612	1978	2723	2574	3251	2077
ENST00000652203	6	8	10	10	9	7
ENST00000652209	90	109	122	114	159	106
ENST00000652213	5	2	5	5	9	7
ENST00000652214	7	5	8	7	10	9
ENST00000652218	2			2	1	
ENST00000652222	608	414	622	473	640	408
ENST00000652225	193	172	266	248	309	215
ENST00000652231	73	69	85	102	137	84
ENST00000652232	5	3	5	3	3	6
ENST00000652233	70	49	97	87	113	67
ENST00000652243	2		2	4	1	2
ENST00000652245	1		1	3	1	
ENST00000652248	2705	2284	3366	3095	3523	2543
ENST00000652259	121	119	161	155	207	158
ENST00000652263	1		2	4	4	3
ENST00000652266	121	105	151	116	122	108
ENST00000652268	35	33	43	52	77	69
ENST00000652269			1			
ENST00000652270	1		1		1	
ENST00000652271		1		2	2	1
ENST00000652272	1453	1139	1409	1510	1734	1345
ENST00000652273	68	69	103	78	105	73
ENST00000652277	107	95	134	138	178	119
ENST00000652278	55	34	60	89	82	68
ENST00000652287	579	422	678	631	810	545
ENST00000652288	822	718	1056	1482	2008	1255
ENST00000652290	17	10	28	18	28	16
ENST00000652294	5	3	5	3	3	6
ENST00000652298	3	8	7	5	11	7
ENST00000652299	19	19	38	39	47	34
ENST00000652302	28	20	27	36	46	33
ENST00000652303	892	667	864	1131	1166	1035
ENST00000652308	307	210	336	274	369	258
ENST00000652315	56	39	51	65	86	76
ENST00000652320					1	4
ENST00000652323	3		2	5	1	3
ENST00000652326	123	111	174	141	191	122
ENST00000652332	5345	4116	6124	5704	6732	4971
ENST00000652336	106	98	174	161	213	140
ENST00000652337	2584	1985	2834	2516	3216	2112
ENST00000652342	341	307	416	444	495	383
ENST00000652346	12	8	18	24	23	27
ENST00000652354	59	60	65	95	109	52
ENST00000652357	13	10	20	27	24	30
ENST00000652358	59	62	66	95	114	51
ENST00000652369	50	55	75	45	55	46
ENST00000652380	925	649	1067	1128	1249	982
ENST00000652382	52	47	46	55	85	34
ENST00000652385	369	270	421	490	559	371
ENST00000652386	2			2	1	
ENST00000652388	215	114	227	233	244	196
ENST00000652389	298	220	350	253	319	235
ENST00000652391	11	4	9	9	14	13
ENST00000652396	2	4	4	7	9	6
ENST00000652397	10	3	14	15	14	10
ENST00000652398	6	8	9	16	13	13
ENST00000652400	2	4	4	7	9	6
ENST00000652409	147	110	132	165	211	139
ENST00000652423		1				
ENST00000652424	7	4	8	8	12	11
ENST00000652427	44	26	54	45	77	39
ENST00000652429	168	127	217	191	252	179
ENST00000652431	33	15	27	34	38	37
ENST00000652435	13	7	17	26	20	13
ENST00000652443	8	13	5	20	15	10
ENST00000652444	162	141	202	265	327	225
ENST00000652448			1	3	2	2
ENST00000652449	160	101	207	158	222	145
ENST00000652450	12	15	10	9	16	14
ENST00000652453	150	98	165	184	249	158
ENST00000652454	513	406	621	334	397	264
ENST00000652457	264	208	313	522	667	409
ENST00000652463	40	38	56	51	77	39
ENST00000652466	583	438	596	664	747	669
ENST00000652468	608	413	619	469	634	405
ENST00000652469	34	16	34	37	49	32
ENST00000652471			1			1
ENST00000652472	1					
ENST00000652473	17	24	23	37	46	42
ENST00000652478	5	1	6	2	8	5
ENST00000652486	56	35	63	90	85	70
ENST00000652489	111	97	111	87	141	107
ENST00000652493	7	4	8	8	12	11
ENST00000652494	55	34	60	89	82	68
ENST00000652495	2			2	1	
ENST00000652497	46	24	41	62	55	35
ENST00000652501	198	159	213	241	279	232
ENST00000652506	40	38	56	51	77	39
ENST00000652508	8	6	8	8	17	8
ENST00000652513	16	19	18	30	25	18
ENST00000652515	368	246	380	558	732	435
ENST00000652520		1		2		1
ENST00000652521	22	31	26	27	38	33
ENST00000652533	71	60	76	88	96	63
ENST00000652535	44	26	54	45	77	39
ENST00000652536	345	249	385	349	430	317
ENST00000652537	298	222	350	256	322	237
ENST00000652541	26	18	37	41	43	53
ENST00000652542	5	3	2	3	4	5
ENST00000652543					1	
ENST00000652548	98	93	142	117	156	103
ENST00000652555	134	97	144	170	203	124
ENST00000652557	92	67	98	119	145	120
ENST00000652570	228	182	272	326	372	278
ENST00000652576	4056	3246	4250	6153	8138	5116
ENST00000652580	20	10	24	36	39	22
ENST00000652585	65	42	47	61	51	47
ENST00000652587	318	251	376	398	524	334
ENST00000652588					1	1
ENST00000652592						1
ENST00000652598	64	54	69	70	69	84
ENST00000652600	93	44	82	85	101	79
ENST00000652601	15	18	14	27	24	17
ENST00000652604	40	38	56	50	76	38
ENST00000652605	38	17	50	49	61	31
ENST00000652613	150	133	200	181	227	145
ENST00000652615	8	4	6	16	8	9
ENST00000652616	13	10	20	27	24	30
ENST00000652617	17	12	14	19	36	25
ENST00000652619	195	115	172	124	172	101
ENST00000652621			3	5	1	
ENST00000652622	893	880	1268	1420	1914	1387
ENST00000652624	15	22	25	28	47	23
ENST00000652626	148	82	101	121	141	83
ENST00000652629	3	2	1	2	3	3
ENST00000652630	452	380	503	1096	1242	940
ENST00000652639	2			2	1	1
ENST00000652648	1851	1317	2218	1732	2458	1622
ENST00000652649	1				4	
ENST00000652654	8	9	7	20	13	9
ENST00000652657	299	223	354	257	323	237
ENST00000652658	27	28	44	27	29	23
ENST00000652664					1	
ENST00000652674	1	1	2	5	5	
ENST00000652678	56	53	70	82	96	56
ENST00000652680	150	98	165	184	249	158
ENST00000652682	39	35	37	67	72	45
ENST00000652684	2	1	2	2	2	2
ENST00000652686	62	44	69	99	118	73
ENST00000652689	4057	3246	4250	6155	8138	5115
ENST00000652698						1
ENST00000652707	5	2	7	9	6	4
ENST00000652716	73	50	78	80	83	59
ENST00000652720	523	435	578	753	955	598
ENST00000652721	125	86	102	147	179	115
ENST00000652727	326	277	379	370	453	342
ENST00000652732		1		2	1	1
ENST00000652738	268	211	342	360	389	294
ENST00000652741	6	8	9	16	13	13
ENST00000652743					2	
ENST00000652747	341	308	417	448	498	385
ENST00000652755	321	276	373	445	558	389
ENST00000652762	1		2	3	4	2
ENST00000652766	7	5	7	5	13	5
ENST00000652770	621	568	791	553	751	524
ENST00000652771	4	3	4	3	4	4
ENST00000652845	1	1	3		2	1
ENST00000652847	24	25	18	39	30	25
ENST00000652901	442	342	524	445	693	451
ENST00000652974	758	523	783	768	1195	720
ENST00000652986	44	22	37	52	65	49
ENST00000653024	1	1	1	3	3	5
ENST00000653241	22	8	16	18	22	18
ENST00000653251	431	305	412	439	527	344
ENST00000653262	9	8	12	3	6	8
ENST00000653273	304	321	418	319	311	301
ENST00000653274	14	7	14	13	20	16
ENST00000653324	23	21	20	22	27	20
ENST00000653331	162	132	206	164	248	153
ENST00000653392	16	11	14	20	18	15
ENST00000653405	16	23	24	13	19	19
ENST00000653454	1		1		1	
ENST00000653512	1					1
ENST00000653623	1					1
ENST00000653642	52	40	71	28	50	36
ENST00000653738	60	56	72	56	84	70
ENST00000653795	221	172	272	213	301	199
ENST00000653819	1	1		1	1	2
ENST00000653858	585	433	671	640	720	525
ENST00000653892	1	1		1	1	2
ENST00000653908	74	61	77	88	75	59
ENST00000653917	54	55	65	112	99	83
ENST00000654015	341	308	417	445	497	384
ENST00000654051	240	168	261	237	267	186
ENST00000654053	16	11	14	20	18	15
ENST00000654056	29	11	27	35	29	19
ENST00000654405	405	289	381	407	495	318
ENST00000654597	1		1		1	
ENST00000654683	1	1			4	4
ENST00000654719	160	101	207	158	222	145
ENST00000654737	226	178	276	217	311	207
ENST00000654766	21	7	15	16	19	16
ENST00000654931	3	1	2	5	13	4
ENST00000655012	3	1	2	1	1	2
ENST00000655142	2	8	2	9	8	5
ENST00000655164		1	1	1	4	4
ENST00000655324	1070	694	1009	845	1121	720
ENST00000655340	206	135	212	210	269	203
ENST00000655399	3394	2213	3227	3998	4930	3478
ENST00000655446	4	3	4	3	7	2
ENST00000655447	1	1			4	4
ENST00000655450	2930	2146	3201	3382	4013	2674
ENST00000655488	226	178	277	217	314	208
ENST00000655644	5	2	1	2	7	5
ENST00000655728	2930	2145	3200	3382	4012	2673
ENST00000655761	22	8	16	18	22	18
ENST00000655770	9	5	11	5	7	6
ENST00000655819	23	11	14	26	22	7
ENST00000655845	1	1			4	4
ENST00000655992	145	117	142	142	222	146
ENST00000656001	593	388	579	556	736	457
ENST00000656021	3			1	2	5
ENST00000656087	226	178	277	217	313	207
ENST00000656198	1		3		2	1
ENST00000656230	1	1	5	2	3	2
ENST00000656419	316	298	407	564	685	471
ENST00000656428	222	175	274	214	304	200
ENST00000656435	66	35	61	83	86	50
ENST00000656538	2929	2146	3200	3382	4013	2674
ENST00000656666	431	305	412	439	527	344
ENST00000656746		1				1
ENST00000656825	690	524	975	1097	1153	810
ENST00000656849	32	30	59	57	70	41
ENST00000656873	5	10	14	7	9	8
ENST00000656944	231	181	281	219	319	213
ENST00000656985	18	15	15	23	22	16
ENST00000657000	24	19	19	26	19	21
ENST00000657001	328	263	394	525	578	437
ENST00000657090	1476	1160	1631	2347	2614	1876
ENST00000657098	166	134	206	169	250	158
ENST00000657122	4	4	3	3	6	2
ENST00000657123	1	1		3	3	3
ENST00000657172	251	154	217	210	272	158
ENST00000657191	1	1		3	3	3
ENST00000657234	9	6	12	5	8	7
ENST00000657318	1					1
ENST00000657321		2		6	1	1
ENST00000657333	1	1		1	1	2
ENST00000657361		1				
ENST00000657381	231	181	281	219	319	213
ENST00000657391	66	35	61	83	86	50
ENST00000657462	147	125	186	348	369	286
ENST00000657480	16	5	22	14	15	13
ENST00000657597		1	1	2	4	4
ENST00000657706	305	254	377	500	550	416
ENST00000657785	1					1
ENST00000657892				1	1	1
ENST00000657895	26	29	31	36	36	30
ENST00000657973	3	1	2	5	13	4
ENST00000658155	221	174	274	211	301	199
ENST00000658259	388	257	416	302	371	262
ENST00000658277	21	22	25	31	29	24
ENST00000658393	240	168	261	237	267	186
ENST00000658701	226	178	277	217	313	207
ENST00000658729	44	22	36	52	65	49
ENST00000658773	32	18	27	45	51	26
ENST00000658780	2	3	6	9	10	6
ENST00000658812	1	1	1	1	4	4
ENST00000658847	1					1
ENST00000659024				1	5	2
ENST00000659050	1					1
ENST00000659108	47	37	54	59	66	60
ENST00000659122	89	72	82	96	127	96
ENST00000659177	877	663	1095	1178	1590	1007
ENST00000659221	231	181	281	219	319	213
ENST00000659264	1	1	4	2	2	2
ENST00000659283	16	11	14	20	18	15
ENST00000659388			1			3
ENST00000659595	60	36	66	76	87	74
ENST00000659705	123	98	143	103	123	90
ENST00000659716	226	178	277	217	314	208
ENST00000659728	54	54	65	56	82	66
ENST00000659760	144	87	146	215	240	175
ENST00000659812	129	84	145	156	188	144
ENST00000659924	104	61	105	114	149	104
ENST00000659926	14	5	21	15	14	12
ENST00000659993	24	26	29	35	27	26
ENST00000660000	1		3	5	1	2
ENST00000660039	1236	1017	1314	1602	1838	1318
ENST00000660083		1	1	2	4	4
ENST00000660144	1					1
ENST00000660240	947	642	868	751	984	637
ENST00000660337	217	160	268	215	313	209
ENST00000660420	1	3		3	4	1
ENST00000660432	4	3	2	3	8	7
ENST00000660435	269	212	381	227	315	157
ENST00000660553	221	172	272	213	301	199
ENST00000660610	6	10	14	13	17	11
ENST00000660624	23	21	17	34	27	22
ENST00000660676	239	149	210	223	286	173
ENST00000660752	239	149	209	221	285	173
ENST00000660898	231	181	281	219	319	213
ENST00000660938		1	1	2	4	4
ENST00000661013	231	181	281	219	319	213
ENST00000661047	38	43	41	34	49	40
ENST00000661310	206	157	273	156	157	144
ENST00000661336	235	183	281	224	321	218
ENST00000661339	1					1
ENST00000661429	3394	2215	3227	3998	4931	3480
ENST00000661438	714	500	829	720	960	687
ENST00000661440	4	3	2	3	8	7
ENST00000661453	226	178	277	217	314	208
ENST00000661457	3	3	5	5	4	2
ENST00000661543	107	97	136	139	185	121
ENST00000661591	63	43	55	63	85	58
ENST00000661808	40	30	36	43	60	36
ENST00000661864		1	1	1	4	4
ENST00000661898	14	7	14	13	20	15
ENST00000661952	147	125	186	348	369	286
ENST00000662015	22	26	44	35	44	28
ENST00000662078	1589	1151	1549	1996	2181	1717
ENST00000662132	959	622	917	764	990	659
ENST00000662184	54	55	65	112	99	83
ENST00000662198	28	29	32	40	37	31
ENST00000662216	186	131	204	185	208	146
ENST00000662305	52	40	71	28	50	36
ENST00000662363	9	7	13	3	7	8
ENST00000662438	51	39	43	86	99	75
ENST00000662483	2	3	1	8	6	4
ENST00000662525	431	305	412	439	527	344
ENST00000662531				1	1	2
ENST00000662562	690	524	975	1097	1153	810
ENST00000662584	51	35	47	41	65	43
ENST00000662604	25	25	30	39	31	29
ENST00000662670	62	53	60	75	75	68
ENST00000662684	17	14	12	27	18	23
ENST00000662716	1087	710	1022	864	1144	733
ENST00000662727	226	178	277	217	313	207
ENST00000662930				1		
ENST00000662933	1		1		1	
ENST00000663044	1087	710	1022	864	1144	733
ENST00000663089	16	21	33	39	58	30
ENST00000663135	877	663	1095	1178	1590	1007
ENST00000663148	226	178	277	217	314	208
ENST00000663165	2	3	1	8	6	4
ENST00000663169	1	1	3		2	1
ENST00000663171				1		
ENST00000663400	54	56	65	112	99	83
ENST00000663479	1002	839	1119	1756	1927	1371
ENST00000663595	10	9	10	40	70	44
ENST00000663597	9	6	12	5	8	7
ENST00000663774	1	2	2		4	2
ENST00000663835	1084	702	1020	859	1136	725
ENST00000663866		1	1	1	4	4
ENST00000663895	6	10	14	13	17	11
ENST00000664070	31	18	26	42	48	23
ENST00000664084			1	1		2
ENST00000664120	1236	1017	1314	1602	1838	1318
ENST00000664131	56	35	62	64	73	41
ENST00000664149	32	32	56	42	52	35
ENST00000664192	1	1	1	1	4	4
ENST00000664196	855	697	910	1055	1244	924
ENST00000664217	98	75	98	130	140	103
ENST00000664306	1		3	5	1	2
ENST00000664330	1	1		1	1	2
ENST00000664366	22	8	16	18	22	18
ENST00000664402	3	4	12	6	9	8
ENST00000664447	15	7	8	8	16	7
ENST00000664460	3	5	1	2	5	5
ENST00000664564	31	25	27	28	52	34
ENST00000664587	6	10	14	13	17	11
ENST00000664640	250	201	271	444	484	314
ENST00000664697	1					1
ENST00000664783	46	29	41	63	66	43
ENST00000664805		1	1	2	4	4
ENST00000664837	38	17	35	46	40	29
ENST00000664852	271	196	327	243	334	229
ENST00000664870	3	1	3	2	2	5
ENST00000664991	225	178	276	213	312	206
ENST00000665020	54	42	72	100	119	66
ENST00000665070	97	83	114	137	139	108
ENST00000665077	8	6	5	5	14	7
ENST00000665145	23	18	29	30	36	24
ENST00000665176		1	1	2	4	4
ENST00000665241		1				
ENST00000665346	544	362	587	414	598	402
ENST00000665484	536	359	573	402	576	388
ENST00000665583	103	58	110	72	131	82
ENST00000665637	16	30	32	31	32	19
ENST00000665648	164	104	173	175	232	173
ENST00000665674	199	200	292	245	270	233
ENST00000665728	3	6	3	3	9	8
ENST00000665763	58	57	79	106	137	100
ENST00000665812		1	1	1	4	4
ENST00000665825	430	305	437	493	703	448
ENST00000665872	1	2	2		4	2
ENST00000665913	28	16	28	18	38	30
ENST00000665936	1087	710	1022	864	1144	733
ENST00000665949	396	313	517	388	508	269
ENST00000665987		5	1	5	6	3
ENST00000666007	226	178	276	217	312	208
ENST00000666018	16	11	14	20	18	15
ENST00000666055	3	5	1	6	5	5
ENST00000666110	1		3	5	2	2
ENST00000666124	1068	703	1009	849	1128	725
ENST00000666143	4		1	8	5	5
ENST00000666163	9	8	13	3	7	8
ENST00000666210	1	1				1
ENST00000666250	6	3	6	6	8	8
ENST00000666299	1	1	3		2	1
ENST00000666307	1	2	2		4	2
ENST00000666609	3394	2214	3227	3998	4928	3479
ENST00000666617	1	1		4	7	1
ENST00000666778	52	40	71	28	50	36
ENST00000666894		1			1	1
ENST00000666923	127	105	177	135	171	125
ENST00000666973	24	25	18	39	30	25
ENST00000666974	1					1
ENST00000667046	11	5	13	5	6	4
ENST00000667069	368	253	384	292	352	243
ENST00000667104	226	178	276	217	311	207
ENST00000667157	235	183	282	224	323	218
ENST00000667205		1	1	2	4	4
ENST00000667214	9	7	5	16	9	13
ENST00000667240	2	2	1	8	5	4
ENST00000667261	224	228	326	280	304	265
ENST00000667293	1476	1160	1631	2346	2615	1876
ENST00000667377	29	30	32	40	37	32
ENST00000667384	635	473	879	1036	1070	759
ENST00000667466	54	44	75	31	53	37
ENST00000667521	6	10	14	13	17	11
ENST00000667706	82	50	81	124	169	97
ENST00000667758		2		2	1	1
ENST00000667790	1	1		2	2	3
ENST00000667800	21	7	26	19	18	18
ENST00000667857	1	3	4	7	6	7
ENST00000667884	23	18	29	30	36	24
ENST00000667897	99	108	140	188	189	153
ENST00000667949	69	70	92	76	146	83
ENST00000667971	235	183	282	224	322	217
ENST00000667991					1	
ENST00000668113	6	3	6	6	7	8
ENST00000668164	99	90	133	105	133	105
ENST00000668273	714	501	829	720	960	687
ENST00000668382	22	8	16	18	22	18
ENST00000668385		2	1	2	1	1
ENST00000668448	28	30	31	41	37	32
ENST00000668452	1					1
ENST00000668499		5	1	5	6	3
ENST00000668547	17	14	12	27	18	23
ENST00000668559	9	7	12	3	6	8
ENST00000668657	1	4	3	3	2	
ENST00000668663		1	1	2	4	4
ENST00000668667	2931	2145	3201	3382	4012	2674
ENST00000668808	1919	1453	2078	2654	3019	2228
ENST00000668949	6	10	14	13	17	11
ENST00000668990	26	25	18	40	31	26
ENST00000669138		1	1	1	4	4
ENST00000669250	9	8	13	3	7	8
ENST00000669332	167	137	209	170	255	159
ENST00000669493	1					1
ENST00000669516	17	18	19	34	31	32
ENST00000669565	235	183	282	224	323	218
ENST00000669573	267	182	314	312	384	259
ENST00000669601	431	305	412	439	527	344
ENST00000669674	64	43	55	65	91	60
ENST00000669714	42	31	37	45	62	37
ENST00000669930	26	25	18	36	31	26
ENST00000669957	1	2		6	7	4
ENST00000670016	41	45	45	39	54	48
ENST00000670063	1	2	2		4	2
ENST00000670074	13	9	11	18	23	13
ENST00000670091	2	1		11	8	6
ENST00000670120	1					1
ENST00000670151	32	30	51	42	49	34
ENST00000670279	98	75	97	130	138	102
ENST00000670292	1	1			4	4
ENST00000670318	4	1	2	15	14	11
ENST00000670357	233	158	255	176	215	180
ENST00000670366	27	22	23	25	41	27
ENST00000670382	50	25	50	59	74	53
ENST00000670407	6	9	4	3	8	5
ENST00000670443	1					1
ENST00000670455	235	183	282	224	323	218
ENST00000670516	546	363	588	414	597	401
ENST00000670667	6	2	3	6	6	6
ENST00000670741	1588	1151	1548	1996	2182	1717
ENST00000670768	122	98	144	102	124	92
ENST00000670783	1	1	1	1	4	4
ENST00000670849	66	35	61	83	86	50
ENST00000670904	431	305	412	439	527	344
ENST00000670907	127	105	177	135	171	125
ENST00000670935	226	178	277	217	314	208
ENST00000671089	153	108	180	195	319	199
ENST00000671102	15	19	32	38	55	30
ENST00000671185	226	178	277	217	314	208
ENST00000671191	123	98	144	103	124	94
ENST00000671246	221	172	272	213	302	200
ENST00000671281		1	1	1	4	4
ENST00000671377	26	28	48	64	61	51
ENST00000671397	383	264	358	370	481	308
ENST00000671413	1				3	3
ENST00000671421	1	1	1	2	4	
ENST00000671445	35	23	41	62	77	59
ENST00000671528	138	98	151	152	180	131
ENST00000671567	4	2	5	10	14	8
ENST00000671668	431	305	412	439	527	344
ENST00000671676	9	7	13	3	7	8
ENST00000671701	170	116	202	125	187	116
ENST00000671704	96	81	121	125	168	123
ENST00000671727	97	80	124	132	170	125
ENST00000671730	88	51	68	79	133	72
ENST00000671733	386	292	441	463	609	424
ENST00000671741	20	12	28	26	29	19
ENST00000671746	13	12	25	29	36	27
ENST00000671753	11	16	14	8	15	13
ENST00000671756	89	61	105	117	144	109
ENST00000671762	95	79	119	125	166	122
ENST00000671770	320	233	379	468	633	376
ENST00000671775	292	193	315	262	310	244
ENST00000671788	342	241	370	379	470	368
ENST00000671793	97	80	124	132	170	125
ENST00000671800	85	48	66	72	126	66
ENST00000671809	98	85	124	133	177	129
ENST00000671825	96	81	121	125	167	123
ENST00000671830	149	110	191	207	253	184
ENST00000671844					1	
ENST00000671846	255	177	288	229	255	172
ENST00000671854	98	82	127	131	170	127
ENST00000671863	64	50	75	88	100	85
ENST00000671868	983	753	1263	1262	1584	1029
ENST00000671871	37	37	55	52	68	38
ENST00000671876	114	96	126	100	100	82
ENST00000671878	359	253	376	415	430	291
ENST00000671883	114	96	126	100	100	82
ENST00000671886	43	36	48	55	63	58
ENST00000671890	36	34	49	47	61	35
ENST00000671893	86	61	104	116	145	109
ENST00000671898	29	20	31	61	62	30
ENST00000671906	98	85	124	133	178	129
ENST00000671907	20	12	28	26	29	19
ENST00000671912	116	122	198	149	191	121
ENST00000671916	135	121	168	85	123	79
ENST00000671923	54	55	65	112	99	83
ENST00000671929	670	574	814	685	931	544
ENST00000671942	43	36	48	55	63	58
ENST00000671951	96	81	122	124	167	124
ENST00000671952	37	35	55	53	70	40
ENST00000671954	670	574	814	685	931	544
ENST00000671960	983	753	1263	1262	1584	1029
ENST00000671963	36	34	49	43	56	32
ENST00000671971	98	85	124	133	177	129
ENST00000672003	910	706	1178	1182	1496	977
ENST00000672005	11	14	14	14	9	7
ENST00000672008	527	365	671	866	1107	734
ENST00000672011	9	7	14	30	27	15
ENST00000672018	66	59	91	105	154	101
ENST00000672019	252	192	260	220	291	194
ENST00000672024	11	15	14	8	15	13
ENST00000672026	66	43	61	95	112	82
ENST00000672031	1052	800	1254	1481	1815	1212
